"domainhistory","url","rating","forwardSecrecy"
8085,"go.foxus.lt","A","2"
61890,"www.workbckelowna.ca","A","4"
61889,"funsquare.nl","A","4"
61905,"ccontact.focuscura.com","A","2"
576,"cornelljewellers.co.uk","A","2"
2266,"internal-support.eset.com","A","2"
4998,"tis.korbitec.com","A","2"
5001,"tlvse.sharepoint.com","A","2"
9049,"new.sapcare.co.uk","A","4"
32815,"beta.doradcasmaku.pl","A","2"
10155,"www.google.be","A","2"
31901,"trading.sepredaj.sk","A","4"
61885,"chat2-santander.imperdible.cl","A","2"
68100,"rzhavin.ru","A","4"
61909,"frenchartdevivre.fr","A","4"
61908,"mis01.upd.ch","A","2"
32816,"alproneu.digital-promo.de","A","2"
61901,"inotes.acmi.fr","A","4"
61912,"imchosting.imc-learning.com","A","4"
61922,"www.lesnumeriques.com","A","4"
9056,"cambrionix.com","A","4"
32821,"nidsenter.no","A","2"
61920,"sds.treeconsult-portal.de","A","4"
61923,"wsapp.3sit.at","A","4"
32824,"chelyabinsk.farmus.org","A","4"
21672,"api.wolterskluwer.de","A","4"
9062,"www.razvanmihalcea.ro","A","2"
17212,"vakh.net","A","4"
32826,"www.transferports.com","A","2"
61893,"lubsws02.leeds.ac.uk","A","4"
32830,"roc.nl","A","2"
68925,"internetbank.forex.se","A","2"
61923,"wsapp.3sit.at","A","4"
68921,"tamarmedia.com","A","4"
32818,"conectas.com.au","A","4"
32837,"rdg.dermgroupnc.com","A","4"
12086,"mydomain.com","A","2"
32810,"www.dataart.com","A","2"
61943,"portal.stuartlippman.com","A","4"
61946,"szigetfestival.com","A","2"
61949,"expogists.com","A","2"
4229,"www.gratisspinn.nu","A","4"
4996,"ekipazh-service.com.ua","A","2"
9074,"pandorium.com.ua","A","4"
17223,"haranashop.com.br","A","4"
61890,"www.workbckelowna.ca","A","4"
32835,"mail.fr-partners.ch","A","4"
61956,"dwh-uk.com","A","4"
32838,"ladywalk.dk","A","2"
32842,"udino.azurewebsites.net","A","2"
61957,"www.primavistalive.nl","A","4"
61963,"freepornaz.com","A","4"
61970,"djewels.nl","A","2"
61968,"jano.com.es","A","4"
32839,"sportbetvip.com","A","2"
61980,"www.fedsafe.com","A","2"
4969,"video.rambler.ru","A","4"
9076,"www.tanjawindbuechler.at","A","2"
17234,"www.fitvermogen.nl","A","2"
61984,"autentia.com","A","4"
32848,"www.roc.nl","A","2"
61985,"www.jetcenter.nl","A","4"
32859,"ce.fresno.edu","A","2"
61960,"www.slotsvibe.com","A","2"
9075,"laser.online","A","2"
61990,"apogee-voyages.fr","A","4"
32862,"www.slimmingworld.co.uk","A","4"
67808,"www.uai.com.br","A","null"
61992,"extstage.cepsports.com","A","4"
5000,"www2.wart.esv.sozialversicherung.at","A","2"
9078,"damonlynch.net","A","4"
17104,"www.vdvscloud.nl","A","4"
32613,"razvetka.ru","A","2"
61936,"www.myfuwu.com.cn","A","2"
61929,"www.mioaffitto.it","A","4"
10182,"amazon.de","A","2"
62004,"www.ofah.org","A","2"
62007,"mixle.com.tr","A","4"
32881,"helierfunds.com","A","4"
68847,"www.bandtogetherbayarea.org","A","4"
32868,"corpus-cgefi-documento-itg.finances.gouv.fr","A","4"
17177,"www.about2be.me","A","4"
32882,"simplyshia.com","A","4"
61527,"gandengtangan.org","A","4"
62009,"carnashop.ch","A","4"
68838,"donate.nationalpolicesupportfund.com","A","4"
62029,"designs.markit.com","A","2"
68835,"oregonclho.org","A","4"
17240,"www.lectra.jp","A","4"
35302,"big5.ctrip.com","A","2"
32886,"prod.savecart.pl","A","2"
32893,"opertek.com","A","4"
62028,"www.talleybonemarrow.org","A","2"
4987,"www.arhs-developments.com","A","4"
9090,"visualrecord.ru","A","4"
13411,"espuat.sourcehov.com","A","2"
32901,"xda-developers.com","A","4"
62026,"www.leadershipprofiles.com","A","2"
62052,"descontouninter.com.br","A","2"
62057,"opsw.uat.passwordreset.markit.com","A","4"
17244,"jira.accenture.lv","A","4"
32912,"www.techsheap.com","A","4"
62067,"bezeq.axonize.com","A","2"
62077,"app-gme.com","A","4"
32916,"atyabtabkha.3a2ilati.com","A","4"
32920,"toekomstscenarios-enexis.nl","A","4"
42914,"www.mashey.com","A","2"
9083,"advertising-group.com","A","4"
17254,"www.lectra.co.jp","A","4"
62093,"morzyanka.com","A","4"
32924,"penola.vic.edu.au","A","4"
17258,"www.mundiluz.pt","A","4"
7222,"www.cnn.com","A","2"
32931,"avi.aero","A","4"
32934,"webmail.vnf.fr","A","2"
2285,"webfs.protiviti.com","A","4"
3987,"www.sa-venues.com","A","4"
68779,"ha.iadvize.com","A","4"
9099,"www.worldfree4u.lol","A","4"
17264,"gateway.axcessps.com","A","4"
32925,"intentionalmoms.com","A","4"
9981,"e-wbs.biz","A","2"
32945,"b2b.lubrizol.com","A","2"
32935,"5-dimes.com","A","2"
62146,"www.healthleadsuk.com","A","2"
32613,"razvetka.ru","A","2"
62141,"ci.bower.co.kr","A","2"
32949,"jci.onit.com","A","4"
32946,"duwo.multiposs.nl","A","4"
9098,"new.fnbsecurities.co.za","A","2"
1838,"www.bancoatlas.com.py","A","2"
62160,"www.masbaratoenlabode.ga","A","4"
62163,"api-services-pd-01.markit.com","A","2"
62171,"takafulalarabia.com","A","4"
609,"mail.marinecorps.mil.ph","A","2"
62174,"raad053.nl","A","4"
17266,"online.baridesign.ma","A","4"
32958,"5dimes.mobi","A","2"
62178,"api-services-pd-02.markit.com","A","2"
62176,"server.alomaestro.com","A","4"
32967,"www.guimsa.com","A","4"
68740,"awds.denzel.at","A","4"
68737,"theresthatdog.com","A","2"
62170,"kr26.de","A","4"
62185,"mw.training.markit.com","A","4"
32963,"mail.campoint.net","A","2"
5008,"www.mediquant.com","A","4"
17274,"provisioning.getdishout.com","A","2"
32973,"www.opertek.com","A","4"
68731,"highq.com","A","4"
62194,"api-services-pd-03.markit.com","A","2"
224,"onvotar.garantiespelreferendum.com","A","4"
62214,"www.partitionwizard.com","A","4"
62215,"inter-pru-ap.carm.es","A","4"
62222,"app.innsbruck.info","A","4"
9107,"dora-metal.pl","A","4"
31140,"indianstorestuttgart.com","A","4"
32975,"www.varnish-software.com","A","4"
62231,"tickerlookup-eu01.markit.com","A","4"
62238,"www.aupairintuscany.com","A","4"
28441,"remote.drugfreesport.com","A","4"
62248,"msf.markit.com","A","2"
14170,"store.thompsonprintsolutions.com","A","4"
62252,"wl.unimon.se","A","4"
32989,"www.zoohun.com","A","4"
32984,"iamthefury.com","A","4"
62264,"portal.3shapecommunicate.com","A","2"
5020,"smetbuildingproducts.com","A","4"
9112,"www.cdp.it","A","2"
68689,"www.officexl.de","A","4"
17282,"coconala.com","A","2"
33003,"aw.psfcu.net","A","4"
62275,"www.sota.co.uk","A","4"
33001,"blog.martinus.sk","A","4"
62282,"hostgator.com.br","A","2"
62285,"a1luxurylimousine.com","A","4"
62287,"infospeech1.com","A","4"
17284,"livebetterwith.com","A","2"
33000,"reflectdigital.co.uk","A","4"
62294,"rkshipman.co.uk","A","4"
62287,"infospeech1.com","A","4"
68664,"softwaredeva.com","A","4"
62277,"www.iva.info","A","2"
5602,"stonehippo.com","A","4"
17267,"zenega.spdns.de","A","4"
7406,"ext.ias.su","A","4"
62306,"www.ldsassociates.co.uk","A","2"
17288,"www.cannonhygiene.com","A","2"
33007,"development.freightbro.com","A","4"
62311,"jasonjalbuena.com","A","4"
33013,"www.wanup.com","A","2"
62320,"google.co.kr","A","2"
62321,"www.lorenz-informatik.de","A","2"
2776,"surveymonkey.com","A","4"
9114,"speedtest.net","A","4"
62322,"usafact.screening.services","A","2"
62326,"www.ingdirect.it","A","2"
62328,"mobuilt.co","A","4"
62329,"myparamount.org","A","2"
62330,"mail.nkh.gov.hu","A","2"
62334,"ps.mythirtyone.com","A","4"
17316,"ats.accuratebackground.com","A","2"
62342,"auth.app.telmediq.com","A","4"
27692,"upepe.id","A","4"
33024,"1popov.ru","A","2"
3335,"www.7saby.com","A","2"
33034,"recruit.equitysim.ai","A","2"
62357,"ia-linnmar-ss.intouchreceipting.com","A","4"
33011,"sunlightlabs.github.io","A","2"
17314,"manifo.com","A","4"
33030,"oilandgasuk.co.uk","A","4"
62372,"www.pcu.org","A","4"
131,"www.adjustablebeds.co.uk","A","4"
33037,"mxbackup.psag.net","A","2"
61527,"gandengtangan.org","A","4"
62376,"drive.vonhiercloud.de","A","2"
323,"indalosemijoias.com.br","A","2"
2292,"n7v56qzk.blog.fc2.com","A","4"
2842,"csaladhalo.hu","A","2"
9137,"www.gosur.com","A","2"
17324,"mineralt.io","A","4"
33038,"wb.2secure.se","A","2"
62384,"password.promedica.org","A","2"
62388,"virtualthings.tk","A","2"
62399,"newforestsoccer.co.uk","A","4"
33047,"support.darlingconsulting.com","A","2"
62414,"portal.prod.subarucs.com","A","4"
62416,"careers.willkie.com","A","2"
62420,"orlando.bioclinicaresearch.info","A","4"
21820,"www.moneygeek.com","A","4"
33049,"mail.darlingconsulting.com","A","2"
62427,"response.workana.com","A","2"
62430,"phsmsapp01.promedica.org","A","2"
62429,"nordstroem.no","A","4"
33061,"huverfruit.es","A","4"
3631,"assured.se","A","4"
33062,"www.bigblastrentals.com","A","4"
68562,"brattlebororetreat.org","A","4"
9142,"tp-fxpro.com","A","2"
17327,"polkanalen.dk","A","2"
62454,"alarex.pw","A","4"
17336,"kpnassistent.kpn.com","A","2"
33067,"1dailycoin.com","A","4"
62456,"nice-challenge.com","A","4"
62460,"0-identity-bsigroup-com.wam.city.ac.uk","A","2"
33072,"zoetemelk.com","A","4"
62464,"acumen.org","A","4"
17345,"www.ebay.co.uk","A","2"
4311,"teamiskog.ddns.net","A","4"
62466,"primemc.org","A","2"
33089,"mxgateway.psag.net","A","2"
62471,"danic.alphard.top","A","4"
62478,"ferns.alphard.top","A","4"
33070,"config-integration.carjump.net","A","2"
62482,"noll.alphard.top","A","4"
17344,"webmail.safety2.nl","A","2"
62481,"plugs.alphard.top","A","4"
39341,"www.esuperfund.com.au","A","2"
43542,"www.palemoon.org","A","2"
62490,"login.bitdefender.net","A","2"
5031,"content.cloud.jdplc.com","A","2"
9140,"teos.tyc.edu.tw","A","2"
9146,"sarahkinsey.co.uk","A","4"
17347,"caps2.commandfinancial.com","A","4"
33087,"dev2.topvisor.ru","A","4"
62492,"bittradergroup.com","A","2"
62496,"hrms.myadrenalin.com","A","2"
62501,"infoexchange.encotechengineering.com","A","2"
62498,"omegaits.co.za","A","2"
62500,"www.blocktime.fr","A","4"
17346,"www.hotelkatalin.hu","A","4"
33094,"blog.monad.ga","A","4"
2192,"www.google.co.jp","A","2"
33104,"mail.gdynia.pl","A","4"
62505,"blocktime.fr","A","4"
62141,"ci.bower.co.kr","A","2"
9147,"sutihr.com","A","null"
17355,"myemail.com.sg","A","2"
33109,"ibl-international.com","A","4"
33113,"www.usajobs.gov","A","4"
62517,"www.nyccriminallawyer.com","A","2"
33111,"ouat.smulecomp.com","A","4"
62527,"creativeteams.com.au","A","4"
9154,"kmk.ie","A","4"
33125,"www.moonenimportexport.nl","A","4"
16411,"google.ie","A","2"
62536,"www.manara.asia","A","2"
62538,"kroughdiamonds.com.au","A","4"
33135,"hrtgco.com","A","4"
33122,"mygoldmoney.net","A","4"
62543,"sitescout.com","A","2"
5035,"www.xn--apa-6ma.es","A","4"
11755,"signon.nhlstenden.com","A","2"
68465,"www.vubgenerali.sk","A","2"
33138,"lvaughntest.wpengine.com","A","4"
68433,"ts.m120.de","A","2"
62549,"www.cream-touch.com","A","4"
68454,"s1.tld1.de","A","4"
68453,"www.saloodo.com","A","2"
62561,"www.mygvcloud.com","A","2"
33142,"xaenom.fr","A","4"
62573,"boardbusiness.com.au","A","4"
33147,"test.ads-xpress.com","A","4"
9156,"messaging.stg.covisint.com","A","2"
17368,"scaps.commandfinancial.com","A","4"
33145,"data.metapack.net","A","2"
62591,"aburningdiamond.com","A","4"
17370,"invest-euro.com","A","4"
33146,"webservices.bibliotheek.be","A","4"
33106,"apiam.picsart.com","A","4"
62602,"my.aanpuat.com","A","2"
9159,"e-shop.co.il","A","2"
62608,"trustcenter-data.itsg.de","A","2"
62610,"www.teamtailor.com","A","2"
2298,"dialin.interstates.com","A","2"
9171,"sni.1000minds.com","A","2"
17386,"grc.com","A","2"
68421,"satos.cz","A","4"
68418,"hslfuj-hia1.hslnet.fi","A","4"
17389,"sdt.undertone.com","A","2"
33152,"secure.payseven.net","A","2"
62621,"fr.amsterdammap360.com","A","2"
62623,"monitor.citymesh.com","A","4"
62629,"www.etstur.com","A","2"
62631,"www.madhustamps.com","A","4"
62630,"cabinet.idsoft.kz","A","4"
62634,"zarabotaitut.jimdo.com","A","4"
38678,"tracecarpenter.com","A","2"
62647,"smarterddeals.com","A","2"
33179,"dmsapi.mywebgrocer.com","A","4"
62648,"object16.com","A","2"
62645,"www.yue-an-xin.com","A","2"
62655,"cache.video.iqiyi.com","A","4"
68380,"boat-parts.com.ua","A","2"
62657,"devifish.cn","A","4"
17430,"tumblr.com","A","2"
62660,"dev.shipfast.vn","A","4"
33181,"ssh.hwcscore.ml","A","4"
62667,"futurenet.club","A","4"
33203,"revs.wiki","A","4"
3420,"www.americantourister.co.id","A","4"
68366,"ripstar.nl","A","4"
62670,"nemorder.sytes.net","A","4"
9147,"sutihr.com","A","2"
9166,"optnbuy.com","A","4"
17391,"gru.saint-maur.com","A","4"
33199,"www.medrasa.cz","A","4"
62674,"internetsubesi.akbank.com","A","2"
33207,"c.vserv.mobi","A","4"
62602,"my.aanpuat.com","A","2"
33192,"dev2.topvisor.com","A","4"
62697,"www.rostocker-vrbank.de","A","4"
68351,"xmltest.traffics.de","A","2"
62670,"nemorder.sytes.net","A","null"
62693,"glaxo-paying.pro","A","4"
68341,"web-obp-obparticularesmx-pro.appls.cto2.paas.gsnetcloud.com","A","4"
9170,"mail.winbet.ro","A","2"
33219,"citrix.si.edu","A","4"
62703,"infobrokerska.pl","A","2"
62704,"www.helpag.com","A","2"
62706,"mentimun.co.id","A","4"
14105,"erweb.norcalaborers.org","A","2"
13196,"google.fr","A","2"
62670,"nemorder.sytes.net","A","4"
62602,"my.aanpuat.com","A","2"
62713,"webmail.cc.dtu.dk","A","4"
62715,"www.lauretteonline.com","A","2"
23220,"www.bluehost.com","A","4"
5045,"chuyenhalong.edu.vn","A","4"
68185,"erpea.eu","A","4"
5055,"buysea.advantech.com","A","2"
9178,"bloomberg.com","A","2"
17400,"eas-nld.bethel.jw.org","A","4"
62704,"www.helpag.com","A","2"
60618,"patientpro.straumann.com","A","2"
33215,"sunnybrook.ca","A","2"
62722,"www.kabayan.ae","A","4"
62728,"yoser.org","A","4"
62727,"www.mochahost.com","A","2"
17407,"www.hpcorse.fr","A","4"
33234,"mistrys.co.uk","A","4"
62733,"zmp3-photo-2.zadn.vn","A","4"
62747,"manage.rewardgateway.com","A","4"
224,"onvotar.garantiespelreferendum.com","A","4"
17404,"mls-guest.managed-lan.de","A","4"
68293,"6550101.ru","A","4"
62733,"zmp3-photo-2.zadn.vn","A","4"
33249,"bestjet.com","A","2"
62753,"americantourister.co.id","A","4"
35188,"strato.de","A","2"
8085,"go.foxus.lt","A","2"
62757,"www.cathaybk.com.tw","A","2"
62756,"www.vonseidels.com","A","2"
62746,"wiki.2n.cz","A","4"
33246,"schulhund-jack.de","A","2"
5060,"store.relyco.com","A","4"
9182,"moneycare.su","A","2"
33258,"tls.imirhil.fr","A","4"
33262,"www.natomounts.com","A","2"
62759,"malanscholes.co.za","A","2"
33256,"moona.com.br","A","4"
62764,"www.eversheds-sutherland.com","A","2"
9185,"e-activist.com","A","4"
68269,"tupperware.de","A","4"
28528,"metaprofit.net","A","4"
62776,"sustcse12.xyz","A","4"
62779,"tac.healix.com","A","2"
17409,"ts.apex-network.de","A","4"
62733,"zmp3-photo-2.zadn.vn","A","null"
9186,"www.ruppertbrasil.de","A","4"
6227,"tumyum.me","A","4"
62788,"ivb.rewardgateway.co.uk","A","4"
62733,"zmp3-photo-2.zadn.vn","A","2"
68260,"payment2.rewardstep.com","A","2"
62794,"nauticalsports.co.za","A","2"
68256,"www.bundespolizei-virus.de","A","4"
33277,"tlfdi.de","A","4"
62800,"digital.scouts.org.uk","A","4"
33287,"api.commercetools.co","A","2"
578,"www.eaglevalleybank.com","A","4"
1175,"www.doctorcall.co.uk","A","2"
9192,"blog.icownect.com","A","4"
17428,"sip.agribank.com","A","2"
33290,"east-thames.co.uk","A","4"
62827,"www.oxbowbooks.com","A","4"
68240,"whitebox.porsche.co.cz","A","2"
62828,"bobol.pw","A","4"
68236,"www.aegon.es","A","2"
62832,"jenkins.io","A","4"
62843,"worksite.seedip.com","A","2"
17429,"wiki.powerassist.nl","A","4"
68231,"redmine.at.7p-group.com","A","4"
33305,"www.noble.org","A","2"
33304,"app.orfairplan.com","A","4"
62845,"cdn.test-equeo.ru","A","2"
62850,"portal.student.umlub.pl","A","4"
62853,"chatliv.com","A","4"
62858,"b055.sysbiosis.com","A","4"
33301,"wfs.nlsc.gov.tw","A","null"
9194,"www.google.co.uk","A","2"
17430,"tumblr.com","A","2"
33315,"hr1.ascentis.com","A","2"
62852,"sip.kepleruniklinikum.at","A","2"
62877,"im.naturgeister.net","A","2"
62876,"znews-photo.zadn.vn","A","2"
62873,"baomoi-photo-3.zadn.vn","A","2"
62889,"trybullshd.net","A","2"
9195,"cherrybread.net","A","4"
17456,"ls10.rlmcloud.com","A","4"
33324,"leef.inaandacht.nl","A","4"
62901,"www.edestinos.com.br","A","2"
62902,"de20test.cantamen.de","A","4"
15111,"www.markets.almbrand.dk","A","4"
68194,"qas-cis-gr.awspmi.com","A","2"
62903,"woutpeters.nl","A","4"
33331,"jdjfoundation.org","A","4"
62908,"get-pet-toys.com","A","2"
33333,"members.codingpirates.dk","A","2"
62906,"www.toon.eu","A","4"
17467,"ls25.rlmcloud.com","A","4"
28528,"metaprofit.net","A","2"
11661,"cnn.com","A","2"
62924,"hottin.me","A","4"
62927,"mantis.hottin.me","A","4"
2312,"cipher.com","A","4"
9198,"google.cz","A","2"
17462,"www.headtrip.pl","A","4"
62929,"dl.duosecurity.com","A","2"
62939,"firstmaptest.gis.delaware.gov","A","4"
62943,"www.tradevanaccessories.co.uk","A","4"
62945,"spid.register.it","A","4"
33346,"derks-wielersport.nl","A","4"
33359,"hsutx.edu","A","2"
33370,"pks.tai-one.com","A","2"
62967,"www.ancient-code.com","A","2"
9211,"jo-ko.tech","A","4"
17463,"ls20.rlmcloud.com","A","4"
33372,"web2.erehabdata.com","A","2"
62974,"counterpart.systems","A","4"
17457,"www.zoomii.com.tw","A","4"
7003,"www.cduhessen.de","A","4"
62992,"solution-libre.fr","A","4"
62999,"test.gintarine.lt","A","4"
33387,"ariinsights.arifleet.com","A","2"
63006,"hmage.net","A","null"
33383,"aribuydirect.com","A","2"
9210,"nachruest-luftfederung.de","A","4"
17472,"qualif.gocadservices.com","A","4"
33398,"analytics.merchantsfleet.com","A","4"
63013,"ru.sputniknewslv.com","A","4"
36908,"www.virustotal.com","A","2"
33406,"rightdirectionfinancial.com","A","4"
63006,"hmage.net","A","4"
43283,"www.kaspersky.ru","A","4"
17471,"mydeltahotel.com","A","4"
33405,"merchantsfleetmanagement.com","A","2"
63022,"iburgerzaken.roermond.nl","A","2"
63026,"virusscan.jotti.org","A","4"
17474,"www.dertnig.at","A","4"
33409,"reporting.merchantstotalview.com","A","4"
